model_index,model_name,epoch,lr,dropout,fc1,fc2,train_loss,val_loss,train_acc,val_acc,val_f1
9,CNN5,5,0.001,0.2,128,64,1.311133272416983,1.273381032317171,0.5438976252626218,0.5590145148968678,0.5299187432110675
9,CNN5,6,0.001,0.2,128,64,1.2414541074728278,1.1901450534191087,0.5687909849111861,0.5826967150496563,0.5620495143814688
9,CNN5,7,0.001,0.2,128,64,1.1880541615235083,1.1459681372136175,0.5841981282230853,0.6092436974789915,0.5852765077726867
9,CNN5,8,0.001,0.2,128,64,1.1464187496220155,1.1227485962365764,0.5992232762462596,0.6004583651642476,0.5944906033099512
9,CNN5,9,0.001,0.2,128,64,1.1055210893633955,1.117993320145618,0.6186413700897689,0.6208938120702827,0.6142703240923137
9,CNN5,10,0.001,0.2,128,64,1.062592597278547,1.0981916545273422,0.6328388616540396,0.6270053475935828,0.6327007467111884
10,CNN3,1,0.001,0.2,128,128,1.9825608894326652,1.8819095218700703,0.2869421277137582,0.33517952635599696,0.29282793857898076
10,CNN3,2,0.001,0.2,128,128,1.7383841753248848,1.654559085440144,0.37849366524479533,0.4029793735676089,0.35041983907163665
10,CNN3,3,0.001,0.2,128,128,1.6265405472955008,1.690523502934152,0.4236327751957726,0.4037433155080214,0.3956770456883747
10,CNN3,4,0.001,0.2,128,128,1.5437853052863995,1.6647361454114922,0.44954478894760297,0.4087089381207028,0.39068618228514623
10,CNN3,5,0.001,0.2,128,128,1.4806013557057396,1.9370222774692125,0.46877188514674983,0.3947669977081742,0.33404613028181035
10,CNN3,6,0.001,0.2,128,128,1.4290965547338208,1.5518056410154921,0.4934742471509518,0.45263559969442324,0.4047147665474104
10,CNN3,7,0.001,0.2,128,128,1.3927254781251255,1.3999804053441363,0.5077354045966767,0.4988540870893812,0.481509526939091
10,CNN3,8,0.001,0.2,128,128,1.3395995133973673,1.3229614692940068,0.5265805055070988,0.5326585179526356,0.5087091807018578
10,CNN3,9,0.001,0.2,128,128,1.298610085244014,1.323007845168263,0.5382950276946584,0.543353705118411,0.5188166837352172
10,CNN3,10,0.001,0.2,128,128,1.285860934582037,1.2170895824366803,0.5450436111287961,0.5710466004583652,0.5582205221312528
11,CNN5,1,0.001,0.2,128,128,1.969570454713563,1.767926645424641,0.28617813713630863,0.35733384262796025,0.299336286033998
11,CNN5,2,0.001,0.2,128,128,1.6944805499271318,2.4220281446863443,0.38988985802508436,0.3200916730328495,0.2515915933096809
11,CNN5,3,0.001,0.2,128,128,1.56307705113394,1.5229709122907669,0.4438785254981855,0.4675324675324675,0.40806458838764226
11,CNN5,4,0.001,0.2,128,128,1.4384307116640056,1.351437014236625,0.4887629719233463,0.5385790679908327,0.5254845847433829
11,CNN5,5,0.001,0.2,128,128,1.3448312290986673,1.6810674639127017,0.5240338702489336,0.38311688311688313,0.3837574127864206
11,CNN5,6,0.001,0.2,128,128,1.260028157803713,1.2359870328895912,0.5552301521614567,0.5674178762414056,0.5464933894504912
11,CNN5,7,0.001,0.2,128,128,1.2072229495196976,1.8590081493940127,0.5792321894696633,0.38330786860198623,0.38170083579136954
11,CNN5,8,0.001,0.2,128,128,1.146223891173783,1.1579205269482047,0.604889539695677,0.6138273491214667,0.6062398571683363
11,CNN5,9,0.001,0.2,128,128,1.0932846884758747,1.0634170806617387,0.6278092570191635,0.6270053475935828,0.6118904233880628
11,CNN5,10,0.001,0.2,128,128,1.0477439346316209,1.6160930108259068,0.6397147768510855,0.49980901451489684,0.4729043443105757
12,CNN3,1,0.001,0.2,256,64,1.9868641426373979,1.7948102013950042,0.2905710829566435,0.3605805958747135,0.2963728272264148
12,CNN3,2,0.001,0.2,256,64,1.7424881394833711,1.652607756775695,0.37747501114152926,0.41367456073338427,0.395380486454845
12,CNN3,3,0.001,0.2,256,64,1.6256120405441832,1.6364245317290083,0.41911249761252944,0.4216959511077158,0.3575030436438251
12,CNN3,4,0.001,0.2,256,64,1.5498583261475054,1.5359667937567982,0.4467434901636213,0.4555003819709702,0.40588399509121104
12,CNN3,5,0.001,0.2,256,64,1.49010912632968,1.4895258647417458,0.4669255745845801,0.4642857142857143,0.4363387759511743
12,CNN3,6,0.001,0.2,256,64,1.423719068612407,1.4388852713215523,0.4917552683516903,0.48090145148968677,0.4308981980496704
12,CNN3,7,0.001,0.2,256,64,1.3843413812696588,1.4828712282698058,0.5061437575603234,0.4957983193277311,0.48214388908129424
12,CNN3,8,0.001,0.2,256,64,1.3591975107937986,1.8064629769307043,0.5197045903100529,0.4119556913674561,0.3633798040333532
12,CNN3,9,0.001,0.2,256,64,1.3175139941453948,1.2109368769971354,0.5346660724517731,0.5792589763177999,0.5581675484934641
12,CNN3,10,0.001,0.2,256,64,1.2842179332356591,1.5495666861989463,0.5433246323295347,0.4585561497326203,0.47987813196986473
13,CNN5,1,0.001,0.2,256,64,1.9785387139655226,1.9497700822180333,0.28815177946138665,0.2874331550802139,0.24981226865276002
13,CNN5,2,0.001,0.2,256,64,1.7403398490752027,1.8350881468348141,0.37900299229642836,0.32792207792207795,0.2868983461401173
13,CNN5,3,0.001,0.2,256,64,1.5706490822339898,1.5141135575299594,0.44075889730693324,0.4505347593582888,0.40501609156195284
13,CNN5,4,0.001,0.2,256,64,1.4579525806511155,1.4441347524717256,0.48608900490227286,0.49541634835752485,0.46594842402159825
13,CNN5,5,0.001,0.2,256,64,1.3571040830022019,1.3147315221310025,0.5212325714649519,0.5372421695951107,0.525819720253525
13,CNN5,6,0.001,0.2,256,64,1.2756673984754667,2.0461262663964375,0.5512192016298466,0.3544690603514133,0.34739947069636756
13,CNN5,7,0.001,0.2,256,64,1.2087057026154961,1.2053771401471634,0.5787228624180302,0.5786860198624905,0.5752819957133465
13,CNN5,8,0.001,0.2,256,64,1.172893590965679,1.250822202452637,0.5900553893168651,0.5727654698242933,0.5564402644682517
13,CNN5,9,0.001,0.2,256,64,1.1299983735769719,1.5104189230523282,0.6066085184949386,0.4851031321619557,0.44992886576056407
13,CNN5,10,0.001,0.2,256,64,1.074336631791235,1.3356620250902984,0.6254536194053607,0.5515660809778457,0.544334645355255
14,CNN3,1,0.001,0.2,256,128,1.9462014067413593,1.8687882385151908,0.3024766027885656,0.34014514896867837,0.3024108906546643
14,CNN3,2,0.001,0.2,256,128,1.7381604472206666,1.698312790545004,0.38218628636913476,0.41940412528647825,0.37075283951483123
14,CNN3,3,0.001,0.2,256,128,1.6200680742365798,1.5353282782027884,0.4194308270198001,0.4650496562261268,0.4259564942557058
14,CNN3,4,0.001,0.2,256,128,1.5424056757700892,1.9221610171454293,0.4493537913032406,0.3187547746371276,0.3291360016615953
14,CNN3,5,0.001,0.2,256,128,1.4711854997700948,1.6675175693401223,0.47628445915833706,0.4090909090909091,0.360190364843663
14,CNN3,6,0.001,0.2,256,128,1.4108373865237582,1.6821455457358072,0.5032151270134335,0.4215049656226127,0.41045115399171994
14,CNN3,7,0.001,0.2,256,128,1.3634138781708507,1.3853389383546262,0.5153753103711721,0.5154698242933538,0.49629687730513367
14,CNN3,8,0.001,0.2,256,128,1.326646438567546,1.3384189556535644,0.5297637995798051,0.5248281130634072,0.4930912270009554
14,CNN3,9,0.001,0.2,256,128,1.2887632194888685,1.3387725086408868,0.5475265805055071,0.5267379679144385,0.5126094464086884
14,CNN3,10,0.001,0.2,256,128,1.2692052451143625,1.475048974236065,0.5568217991978099,0.4944614209320092,0.5060206973331687
15,CNN5,1,0.001,0.2,256,128,1.9531737391737862,1.7412201494001267,0.2996116381231298,0.38292589763178,0.3284214182138276
15,CNN5,2,0.001,0.2,256,128,1.6472446189054506,2.1683694228951125,0.4156108741325524,0.2822765469824293,0.2927412737847636
15,CNN5,3,0.001,0.2,256,128,1.4944459691329697,1.53883173212557,0.4701725345387407,0.4377387318563789,0.4206807811247565
15,CNN5,4,0.001,0.2,256,128,1.376780394799858,1.4111473612242569,0.5109186986693831,0.5045836516424752,0.4685759279245484
15,CNN5,5,0.001,0.2,256,128,1.2956374659228311,1.2678245071967746,0.5424333099891768,0.543353705118411,0.5355489773080793
15,CNN5,6,0.001,0.2,256,128,1.2332210741667256,1.2983453870274986,0.5698096390144521,0.5374331550802139,0.5117870346980767
15,CNN5,7,0.001,0.2,256,128,1.1762048831119296,1.3129257877151688,0.5896097281466862,0.5574866310160428,0.5627841202160595
15,CNN5,8,0.001,0.2,256,128,1.1212408721784726,1.9240897755480797,0.6092824855160119,0.4425133689839572,0.3736177145833289
15,CNN5,9,0.001,0.2,256,128,1.0566310849895284,1.7355054464842912,0.633539186350035,0.4425133689839572,0.43582804580186174
15,CNN5,10,0.001,0.2,256,128,1.0202530939422514,1.1814587243738022,0.6502196472910168,0.5932009167303285,0.5751052548639104
16,CNN3,1,0.0001,0.2,128,64,2.121668964003958,1.9849303916176373,0.24008403896351946,0.28819709702062646,0.21419459080395667
16,CNN3,2,0.0001,0.2,128,64,1.9362050568252211,1.849131657933351,0.31380912968740055,0.36191749427043546,0.3088754899186297
16,CNN3,3,0.0001,0.2,128,64,1.8221828619907243,1.807723937005465,0.3506080091678869,0.346829640947288,0.2823071223311994
16,CNN3,4,0.0001,0.2,128,64,1.7391944220666102,1.6385043002522748,0.3795759852295155,0.4253246753246753,0.3627148539508214
16,CNN3,5,0.0001,0.2,128,64,1.6791608123129023,1.6398351533983024,0.40154071433118993,0.41711229946524064,0.3571198473033781
16,CNN3,6,0.0001,0.2,128,64,1.6409916599361356,1.6130719288694122,0.41338256828165787,0.4140565317035905,0.3455394521392902
16,CNN3,7,0.0001,0.2,128,64,1.6076509257265164,1.6048047949650344,0.4205768128859744,0.4320091673032849,0.3880267955034534
16,CNN3,8,0.0001,0.2,128,64,1.5662032955432217,1.4940707062472816,0.43751193735277266,0.46390374331550804,0.40993253619885794
16,CNN3,9,0.0001,0.2,128,64,1.5436840287412747,1.5308639674445343,0.44922645954033236,0.4417494270435447,0.38148157962586127
16,CNN3,10,0.0001,0.2,128,64,1.523987704878618,1.5686116214924135,0.45654803590755716,0.440794499618029,0.3689325379229483
17,CNN5,1,0.0001,0.2,128,64,1.9576505817856682,1.7053679953648717,0.31782008021901065,0.410427807486631,0.34858443445660586
17,CNN5,2,0.0001,0.2,128,64,1.6519666190225422,1.5364326527320855,0.4210224740561533,0.4547364400305577,0.3993589948524909
17,CNN5,3,0.0001,0.2,128,64,1.4829626578213628,1.4146441855987946,0.47558413446234166,0.5206264323911383,0.4987113996038599
17,CNN5,4,0.0001,0.2,128,64,1.3890362620209498,1.4836310540746422,0.5148023174380849,0.4864400305576776,0.4204142636758421
17,CNN5,5,0.0001,0.2,128,64,1.312648373337154,1.3470335021284903,0.5392500159164704,0.5194805194805194,0.48917054417062467
17,CNN5,6,0.0001,0.2,128,64,1.2420121320087691,1.2464152999831302,0.5676449990450118,0.5597784568372803,0.5423019723424775
17,CNN5,7,0.0001,0.2,128,64,1.1918932882766642,1.1213763876668,0.5909467116572229,0.6166921313980137,0.5977426867385712
17,CNN5,8,0.0001,0.2,128,64,1.1439786655120985,1.2689219459128616,0.6036798879480486,0.5647440794499619,0.556153877666409
17,CNN5,9,0.0001,0.2,128,64,1.0952954867510456,1.51043995270026,0.6230343159101038,0.4856760886172651,0.4904549780734016
17,CNN5,10,0.0001,0.2,128,64,1.0540969310092494,1.1077737163003845,0.6349398357420258,0.6107715813598167,0.6007952380913962
18,CNN3,1,0.0001,0.2,128,128,2.1231568077014784,1.982544877676676,0.23390844846246897,0.3158899923605806,0.23340987059370488
18,CNN3,2,0.0001,0.2,128,128,1.9162393379023204,1.8897346514067275,0.32323168014261155,0.3407181054239878,0.26098178877221995
18,CNN3,3,0.0001,0.2,128,128,1.780088602407449,1.6731814880057816,0.3719997453364742,0.4150114591291062,0.3546217922020028
18,CNN3,4,0.0001,0.2,128,128,1.687819067560724,1.6024498882140705,0.39982173553192846,0.4320091673032849,0.3641271387825543
18,CNN3,5,0.0001,0.2,128,128,1.627383932603144,1.6191463658971765,0.4187941682052588,0.41233766233766234,0.3392765062721641
18,CNN3,6,0.0001,0.2,128,128,1.586400076237491,1.5399075497917951,0.4354746291462405,0.4495798319327731,0.4071183009171832
18,CNN3,7,0.0001,0.2,128,128,1.556000570750915,1.5119992215001374,0.4383395938116763,0.4675324675324675,0.4306185716844177
18,CNN3,8,0.0001,0.2,128,128,1.517979576979754,1.5051535013707382,0.45743935824791493,0.466768525592055,0.43172652759711977
18,CNN3,9,0.0001,0.2,128,128,1.4954993754118717,1.5959715984357596,0.4664799134144012,0.4281894576012223,0.3810087838737566
18,CNN3,10,0.0001,0.2,128,128,1.474688713992432,1.4705399806668868,0.47660278856560767,0.4852941176470588,0.45651047744104856
19,CNN5,1,0.0001,0.2,128,128,1.9238154871683721,1.6915430859630576,0.31743808493028586,0.4155844155844156,0.3416231265642467
19,CNN5,2,0.0001,0.2,128,128,1.5915218324840976,1.470897787577146,0.43521996562042403,0.48663101604278075,0.4365346805424155
19,CNN5,3,0.0001,0.2,128,128,1.4495024303662267,1.4443371226716533,0.48710765900553893,0.4935064935064935,0.4414052793667814
19,CNN5,4,0.0001,0.2,128,128,1.349397815252129,1.2947203734159651,0.5221875596867639,0.5595874713521772,0.5319604160650625
19,CNN5,5,0.0001,0.2,128,128,1.2652407839895243,1.1634829607148311,0.5605780862036035,0.5958747135217723,0.5772747015709789
19,CNN5,6,0.0001,0.2,128,128,1.1998286446631277,1.2434247378814849,0.5767492200929522,0.5716195569136746,0.5681023103064998
19,CNN5,7,0.0001,0.2,128,128,1.1440614691862607,1.6209482633038457,0.5992869421277137,0.42035905271199386,0.45853162923263335
19,CNN5,8,0.0001,0.2,128,128,1.0999748082727738,1.0663536751060836,0.6206150124148468,0.6331168831168831,0.6278959682725046
19,CNN5,9,0.0001,0.2,128,128,1.0553393250716334,1.3046060586540276,0.6348125039791176,0.5586325439266616,0.538384327108976
19,CNN5,10,0.0001,0.2,128,128,1.0071890594669792,1.160826793101291,0.655312917807347,0.6056149732620321,0.5911150257511061
20,CNN3,1,0.0001,0.2,256,64,2.10792221145353,1.9384213672329034,0.23670974724645064,0.30213903743315507,0.2374359860445904
20,CNN3,2,0.0001,0.2,256,64,1.8900498112161648,1.800265901046823,0.32730629655567584,0.3806340718105424,0.33302739597440145
20,CNN3,3,0.0001,0.2,256,64,1.7734525922360695,1.7109683075417446,0.3719997453364742,0.39935064935064934,0.3555835325792492
20,CNN3,4,0.0001,0.2,256,64,1.6945039558176886,1.6224262422965263,0.396638441459222,0.43239113827349124,0.37424527537860736
20,CNN3,5,0.0001,0.2,256,64,1.635566798075839,1.552306821275249,0.41917616349398357,0.46333078686019863,0.4026740556117092
20,CNN3,6,0.0001,0.2,256,64,1.5938890638255507,1.5299665860495921,0.4267524033870249,0.45741023682200155,0.4210265265798105
20,CNN3,7,0.0001,0.2,256,64,1.5624259081744158,1.468933921173568,0.44292353727637357,0.48414820473644005,0.43932269762324117
20,CNN3,8,0.0001,0.2,256,64,1.5200187826457163,1.5396774708541683,0.45572037944865346,0.45588235294117646,0.39807510706259974
20,CNN3,9,0.0001,0.2,256,64,1.505157462164865,1.4346051154198585,0.46291462405297,0.5007639419404125,0.4694876531298032
20,CNN3,10,0.0001,0.2,256,64,1.4710479125702123,1.4831792086112399,0.4760297956325205,0.4650496562261268,0.4314318446548384
21,CNN5,1,0.0001,0.2,256,64,1.8961815106509758,1.5763308278834938,0.3332908894123639,0.4457601222307105,0.3825133979352341
